brand_name,corp_name,year,startup_cost_만원,avg_sales_만원,store_count,closure_rate_percent,new_store_count,contract_end_count,contract_cancel_count,business_years,page_url
치킨아메리카Z,(주)호프라이트,2024,80631,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4Z-BRD_20240010
피자에 꼬친 닭,피자에꼬친닭,2023,54250,0,0,,1,0,0,0년 0개월,https://jshj.net/brands/%ED%94%BC%EC%9E%90%EC%97%90%20%EA%BC%AC%EC%B9%9C%20%EB%8B%AD-BRD_20214713
OEC통치킨,에스알제이에프엔씨(SRJF&C),2023,5500,108000,2,0,1,0,0,2년 6개월,https://jshj.net/brands/OEC%ED%86%B5%EC%B9%98%ED%82%A8-BRD_20211679
리킨치킨,세음에프앤비,2023,57650,0,2,50,0,1,0,18년 7개월,https://jshj.net/brands/%EB%A6%AC%ED%82%A8%EC%B9%98%ED%82%A8-BRD_20120100402
치박스,(주)동동에프엔씨,2023,73500,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%B9%98%EB%B0%95%EC%8A%A4-BRD_20215734
꾸븐닭선생 숯불두마리치킨,(주)올림엔터프라이즈,2024,65500,4417,3,33.33,0,0,1,4년 7개월,https://jshj.net/brands/%EA%BE%B8%EB%B8%90%EB%8B%AD%EC%84%A0%EC%83%9D%20%EC%88%AF%EB%B6%88%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20200751
아리아치킨,(주)현인에프앤디,2023,62700,0,2,0,0,0,0,17년 6개월,https://jshj.net/brands/%EC%95%84%EB%A6%AC%EC%95%84%EC%B9%98%ED%82%A8-BRD_20080100401
갓튀김닭,(주)와이케이,2023,74550,136077,7,42.86,5,0,3,4년 5개월,https://jshj.net/brands/%EA%B0%93%ED%8A%80%EA%B9%80%EB%8B%AD-BRD_20200471
만만닭강정,만만닭강정,2023,48150,0,1,0,1,0,0,1년 6개월,https://jshj.net/brands/%EB%A7%8C%EB%A7%8C%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20220468
닭재이,제이F&C,2024,76450,0,2,0,1,0,0,3년 9개월,https://jshj.net/brands/%EB%8B%AD%EC%9E%AC%EC%9D%B4-BRD_20240158
마파치킨,(주)한국창업경제연구소,2023,39500,152629,5,60,0,0,3,14년 6개월,https://jshj.net/brands/%EB%A7%88%ED%8C%8C%EC%B9%98%ED%82%A8-BRD_20090100469
바비후,(주)내일,2023,109400,305580,3,66.67,0,0,2,7년 5개월,https://jshj.net/brands/%EB%B0%94%EB%B9%84%ED%9B%84-BRD_20161222
닭광정,(주)플라잉테이블,2024,67900,166851,3,66.67,0,0,2,5년 8개월,https://jshj.net/brands/%EB%8B%AD%EA%B4%91%EC%A0%95-BRD_20190589
K(케이)닥,케이닥,2024,111700,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/K(%EC%BC%80%EC%9D%B4)%EB%8B%A5-BRD_20240847
순구치떡,순구,2023,57500,0,1,0,0,0,0,7년 7개월,https://jshj.net/brands/%EC%88%9C%EA%B5%AC%EC%B9%98%EB%96%A1-BRD_20160999
치킨이남달라,(주)더기발한,2023,53260,0,2,50,0,0,1,5년 11개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%9D%B4%EB%82%A8%EB%8B%AC%EB%9D%BC-BRD_20190385
치킨버스,(주)푸드버스,2024,86600,399161,2,50,0,0,1,12년 8개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EB%B2%84%EC%8A%A4-BRD_20130265
더깨비 닭강정,(주)고려식품,2024,57100,0,1,0,1,0,0,2년 1개월,https://jshj.net/brands/%EB%8D%94%EA%B9%A8%EB%B9%84%20%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20240163
가마솥품은치킨,가마솥품은치킨(옥련점),2024,99275,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EA%B0%80%EB%A7%88%EC%86%A5%ED%92%88%EC%9D%80%EC%B9%98%ED%82%A8-BRD_20230503
역전치킨,(주)제이앤디에프앤비,2024,40400,0,0,,0,0,0,3년 5개월,https://jshj.net/brands/%EC%97%AD%EC%A0%84%EC%B9%98%ED%82%A8-BRD_20212995
꽂따,꽂따,2024,149300,636375,1,0,0,0,0,2년 5개월,https://jshj.net/brands/%EA%BD%82%EB%94%B0-BRD_20210273
신발가게,(주)홀로그램,2025,,156000,1,200,1,0,2,,https://jshj.net/brands/%EC%8B%A0%EB%B0%9C%EA%B0%80%EA%B2%8C-BRD_20214189
추억닭발,추억닭발(본점),2023,80650,0,1,200,0,2,0,5년 9개월,https://jshj.net/brands/%EC%B6%94%EC%96%B5%EB%8B%AD%EB%B0%9C-BRD_20180682
베이직프라이드치킨,조이유통(주),2024,102430,726556,1,0,1,0,0,1년 8개월,https://jshj.net/brands/%EB%B2%A0%EC%9D%B4%EC%A7%81%ED%94%84%EB%9D%BC%EC%9D%B4%EB%93%9C%EC%B9%98%ED%82%A8-BRD_20230728
치킨어때?,치킨어때,2024,62000,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%96%B4%EB%95%8C-BRD_20241022
서교동닭강정,(주)뉴타운,2025,,125104,5,20,5,0,1,,https://jshj.net/brands/%EC%84%9C%EA%B5%90%EB%8F%99%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20240574
꼬꼬순이,진미통상,2023,63050,69200,1,0,0,0,0,12년 11개월,https://jshj.net/brands/%EA%BC%AC%EA%BC%AC%EC%88%9C%EC%9D%B4-BRD_20120100693
치킨더치킨,(주)원진푸드,2023,22880,0,1,0,1,0,0,9년 2개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EB%8D%94%EC%B9%98%ED%82%A8-BRD_20150275
치킨이즈백,에스엘(SLFOOD),2023,74800,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%9D%B4%EC%A6%88%EB%B0%B1-BRD_20231034
3번가치킨,(주)제이원에프앤비,2023,76405,0,1,0,1,0,0,1년 7개월,https://jshj.net/brands/3%EB%B2%88%EA%B0%80%EC%B9%98%ED%82%A8-BRD_20211501
더후라이팬 치킨클럽,아이에스크리에이티브,2024,49698,115368,1,0,0,0,0,10년 8개월,https://jshj.net/brands/%EB%8D%94%ED%9B%84%EB%9D%BC%EC%9D%B4%ED%8C%AC%20%EC%B9%98%ED%82%A8%ED%81%B4%EB%9F%BD-BRD_20140813
중앙시장통닭,세아씨앤푸드,2024,51750,0,1,0,0,0,0,8년 8개월,https://jshj.net/brands/%EC%A4%91%EC%95%99%EC%8B%9C%EC%9E%A5%ED%86%B5%EB%8B%AD-BRD_20190488
순살로31,토브(주),2025,,0,1,200,0,0,2,,https://jshj.net/brands/%EC%88%9C%EC%82%B4%EB%A1%9C31-BRD_20211979
참숯불에꾸운닭,참숯으로꾸운닭,2023,137855,0,1,100,0,0,1,5년 4개월,https://jshj.net/brands/%EC%B0%B8%EC%88%AF%EB%B6%88%EC%97%90%EA%BE%B8%EC%9A%B4%EB%8B%AD-BRD_20180616
가마통,가마통,2023,50500,0,2,0,1,0,0,3년 8개월,https://jshj.net/brands/%EA%B0%80%EB%A7%88%ED%86%B5-BRD_20200964
신세계 닭발,신세계닭발,2023,64020,227761,1,0,1,0,0,2년 1개월,https://jshj.net/brands/%EC%8B%A0%EC%84%B8%EA%B3%84%20%EB%8B%AD%EB%B0%9C-BRD_20220219
브라보치킨피자,(주)브라보마케팅,2025,,0,1,0,0,0,0,,https://jshj.net/brands/%EB%B8%8C%EB%9D%BC%EB%B3%B4%EC%B9%98%ED%82%A8%ED%94%BC%EC%9E%90-BRD_20161309
원정숯불닭바베큐,원정바베큐,2023,44770,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%9B%90%EC%A0%95%EC%88%AF%EB%B6%88%EB%8B%AD%EB%B0%94%EB%B2%A0%ED%81%90-BRD_20231579
종로 정진미통닭,종로정진미통닭,2024,37000,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%A2%85%EB%A1%9C%20%EC%A0%95%EC%A7%84%EB%AF%B8%ED%86%B5%EB%8B%AD-BRD_20240684
팔복통닭,(주)팔복식품,2023,160600,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%ED%8C%94%EB%B3%B5%ED%86%B5%EB%8B%AD-BRD_20212436
